component,carrier,0
Load,electricity,267452451.36562
Generator,solid biomass,27990003.02768
Generator,oil primary,18507609.88967
StorageUnit,hydro,10854131.69468
Generator,ror,6725232.89199
Generator,gas,5287022.46021
Store,non-sequestered HVC,3778778.68534
Load,process emissions,3100000.0
Link,kerosene for aviation,2947351.82233
Link,gas for industry,974159.91362
Link,agriculture machinery oil,428832.5319
Generator,solar,361284.07199
Link,naphtha for industry,170000.0
Link,shipping methanol,108180.54676
Generator,onwind,102245.4377
Link,urban central gas boiler,87347.13458
Link,industry methanol,34721.36108
Link,urban central air heat pump,2.03432
Link,rural ground heat pump,1.18096
Link,rural air heat pump,1.16906
Link,urban decentral air heat pump,1.16254
Generator,solar-hsat,0.70689
Generator,solar rooftop,0.58234
Link,urban decentral gas boiler,0.169
Link,rural gas boiler,0.16841
Generator,urban central solar thermal,0.11228
Generator,rural solar thermal,0.10668
Generator,urban decentral solar thermal,0.10147
Link,urban central solid biomass CHP,0.06262
Generator,biogas,0.0607
Link,gas for industry CC,0.04751
Link,urban central solid biomass CHP CC,0.02972
Link,urban central gas CHP CC,0.01668
Link,urban central gas CHP,0.01245
Store,EV battery,3e-05
Store,home battery,1e-05
Link,rural water tanks charger,0.0
Link,rural water tanks discharger,0.0
Link,solid biomass for industry,0.0
Link,process emissions CC,0.0
Link,process emissions,0.0
Store,oil,0.0
Link,urban central water pits charger,0.0
Store,methanol,0.0
Store,battery,0.0
Link,urban central water pits discharger,0.0
Link,urban central water tanks charger,0.0
Link,co2 sequestered,0.0
Link,urban central water tanks discharger,0.0
Link,urban decentral water tanks charger,0.0
Link,urban decentral water tanks discharger,0.0
Store,gas,0.0
Store,co2 stored,0.0
Store,H2 Store,0.0
Link,biogas to gas,-0.01202
Store,co2 sequestered,-0.0374
Link,solid biomass for industry CC,-0.0826
Link,urban decentral biomass boiler,-0.12119
Link,rural biomass boiler,-0.12128
Store,rural water tanks,-0.16859
Store,urban decentral water tanks,-0.17019
Link,SMR,-0.20742
Link,H2 Fuel Cell,-0.26485
Link,home battery discharger,-0.29478
Link,home battery charger,-0.30086
Store,urban central water tanks,-0.33339
Link,battery discharger,-0.41722
Link,OCGT,-0.41731
Link,battery charger,-0.42583
Link,Sabatier,-0.56623
Link,urban central ptes heat pump,-0.6754
Link,SMR CC,-1.09611
Link,Fischer-Tropsch,-1.44369
Link,DAC,-1.51278
Line,AC,-2090.57759
Link,H2 pipeline,-3764.10439
Load,industry methanol,-140000.0
StorageUnit,PHS,-187422.52118
Store,urban central water pits,-203588.43949
Link,electricity distribution grid,-264156.93093
Link,methanolisation,-364160.60437
Load,shipping methanol,-436194.78261
Link,oil refining,-695219.54116
Load,agriculture electricity,-714494.79218
Link,urban central resistive heater,-915949.07509
Load,low-temperature heat for industry,-1440000.0
Load,agriculture machinery oil,-1667960.06183
Link,V2G,-1912925.83061
Link,HVC to air,-2807254.68534
Link,urban decentral resistive heater,-3495507.15684
Load,agriculture heat,-3679919.14599
Link,H2 Electrolysis,-3970799.97391
Link,BEV charger,-4206354.77927
Load,naphtha for industry,-4440000.0
Load,gas for industry,-4920000.0
Load,H2 for industry,-6970000.0
Link,rural resistive heater,-7368416.49804
Store,co2,-8905136.91245
Load,urban decentral heat,-11230016.80699
Load,kerosene for aviation,-11463834.39255
Load,rural heat,-18168671.33547
Load,land transport EV,-18727934.70739
Load,urban central heat,-19371778.99206
Generator,urban decentral heat vent,-20079550.48449
Load,solid biomass for industry,-27990000.0
Generator,rural heat vent,-44467163.21492
Load,industry electricity,-46820000.0
Generator,urban central heat vent,-70879085.5425
