component,carrier,0
Generator,biogas,0.0
Generator,gas,0.5290629376158615
Generator,oil primary,0.9821970465334293
Generator,onwind,0.09799956608348091
Generator,ror,0.3293041343096117
Generator,rural heat vent,0.661812275780714
Generator,rural solar thermal,0.029411764705882353
Generator,solar,0.035312504696064353
Generator,solar rooftop,0.04819277108433735
Generator,solar-hsat,0.08235294117647059
Generator,solid biomass,9.491689768902168e-05
Generator,urban central heat vent,0.7798230070672072
Generator,urban central solar thermal,0.02380952380952381
Generator,urban decentral heat vent,0.7958475403625721
Generator,urban decentral solar thermal,0.029411764705882353
Line,AC,0.16538058576150705
Load,H2 for industry,
Load,agriculture electricity,
Load,agriculture heat,
Load,agriculture machinery oil,
Load,electricity,
Load,gas for industry,
Load,industry electricity,
Load,industry methanol,
Load,kerosene for aviation,
Load,land transport EV,
Load,low-temperature heat for industry,
Load,naphtha for industry,
Load,process emissions,
Load,rural heat,
Load,shipping methanol,
Load,solid biomass for industry,
Load,urban central heat,
Load,urban decentral heat,
StorageUnit,PHS,0.06832143193860427
StorageUnit,hydro,0.4012685705884515
